Aff,Neg,Judges,Votes,Win
Texas DL,George Mason BI,"Gabriel Morbeck																																						Henry Mitchell																																						Nick Fleming","Neg																															Neg																															Neg","3-0																															NEG"
George Mason RS,West Point HP,"Aaron Kall																																						Maverick Edwards																																						Mikaela Malsin","Aff																															Aff																															Neg","2-1																															AFF"
