Aff,Neg,Judges,Votes,Win
George Mason RS,Wake Forest KP,"Carly Wunderlich																																						Jimin Park																																						Jordan Di","Aff																															Aff																															Aff","3-0																															AFF"
Texas DL,George Mason FV,"Bryce Rao																																						Jeff Buntin																																						Anthony Trufanov","Aff																															Aff																															Aff","3-0																															AFF"
Boston College BR,Liberty PT,"Adrienne Brovero																																						Aaron Kall																																						Joe Patrice","Aff																															Aff																															Aff","3-0																															AFF"
Liberty DR,Houston OK - ONLINE,"Thomas Buttgereit																																						Brian Lain																																						Lindsey Shook","Aff																															Neg																															Neg","2-1																															NEG"
Liberty HH,Georgetown KX,"Young Kwon																																						DavidMichael Woodward																																						John Katsulas","Neg																															Neg																															Neg","3-0																															NEG"
Towson MV,Indiana FT,"Nick Loew																																						Azja Butler																																						Danielle O'Gorman","Neg																															Aff																															Neg","2-1																															NEG"
George Mason BI,George Mason BN,"Carly Wunderlich																																						Jimin Park																																						Jordan Di","Aff																															Aff																															Aff","3-0																															AFF"
West Point HP,West Point TW,"Carly Wunderlich																																						Jimin Park																																						Jordan Di","Aff																															Aff																															Aff","3-0																															AFF"
