Aff,Neg,Judges,Votes,Win
Georgetown LW,Michigan State MG,"Tyler Vergho																																						Brett Bricker																																						Aaron Kall","Aff																															Aff																															Aff","3-0																															AFF"
Iowa EC,CSU Long Beach OF,"Brandon Reynolds																																						Taylor Brough																																						Azja Butler","Aff																															Neg																															Neg","2-1																															NEG"
Dartmouth BC,Texas DK,"Viveth Karthikeyan																																						Kevin Hirn																																						Rafael Pierry","Neg																															Neg																															Neg","3-0																															NEG"
Emory KR,Georgetown ZZ,"Adam Lipton																																						Allegro Wang																																						Christopher Callahan","Aff																															Aff																															Aff","3-0																															AFF"
Kansas RS,Wake Forest RL,"Thomas Buttgereit																																						Rob Glass																																						Kenji Aoki","Aff																															Neg																															Neg","2-1																															NEG"
Emory MP,Wake Forest SD,"Elizabeth Bennett																																						Lindsey Shook																																						Mark Kivimaki","Aff																															Aff																															Neg","2-1																															AFF"
Harvard CC,Coralynn Yang,"Theo Noparstak																																						Carly Wunderlich																																						Nina Fridman","Aff																															Neg																															Aff","2-1																															AFF"
Emory HG,Michigan PD,"Tyler Thur																																						Arvind Shankar																																						Jeff Buntin","Neg																															Neg																															Neg","3-0																															NEG"
