Aff,Neg,Judges,Votes,Win
Georgetown LW,Michigan PD,"Kevin McCaffrey																																						Tyler Vergho																																						Brett Bricker","Aff																															Aff																															Aff","3-0																															AFF"
CSU Long Beach OF,Harvard CC,"Brendon Bankey																																						James Allan																																						Becca Steiner","Neg																															Aff																															Neg","2-1																															NEG"
Emory MP,Texas DK,"Alex Marban																																						Nina Fridman																																						Rafael Pierry","Neg																															Neg																															Neg","3-0																															NEG"
Wake Forest RL,Emory KR,"Spencer Roetlin																																						Lauren Johnson																																						Jazmine Pickens","Aff																															Aff																															Aff","3-0																															AFF"
