Aff,Neg,Judges,Votes,Win
Houston WD,Baylor KP,"Brian DeLong																																						Derek Hilligoss																																						Dustin Meyers-Levy","Aff																															Aff																															Aff","3-0																															AFF"
Emory TG,Meichi Wu,"Brendon Bankey																																						Justin Green																																						Nathan Rothenbaum","Neg																															Aff																															Neg","2-1																															NEG"
Emory PL,Michigan DW,"Katie Wimsatt																																						Kevin McCaffrey																																						Anthony Trufanov","Aff																															Aff																															Aff","3-0																															AFF"
Samford CP,Western Kentucky SS,"Jefferson Yahom																																						Ana Bittner																																						William Repko","Neg																															Neg																															Neg","3-0																															NEG"
