Aff,Neg,Judges,Votes,Win
Kansas WW,Oklahoma/Houston HA,"Sam Leyba																																						Gabriel Morbeck																																						Tessa Harper","Aff																															Aff																															Aff","3-0																															AFF"
Kansas HaSp,Iowa EW - ONLINE,"Lindsey Shook																																						Lindsay Van Luvanee																																						Rob Glass","Aff																															Neg																															Aff","2-1																															AFF"
