Aff,Neg,Judges,Votes,Win
Oklahoma/Houston HA,Emory YO - ONLINE,"Alonso Pena																																						Tessa Harper																																						Nathan Rothenbaum","Aff																															Aff																															Neg","2-1																															AFF"
Oklahoma SY,Kansas HaSp,"Jalisa Jackson																																						Noel Keil																																						Squid Monteith","Neg																															Neg																															Neg","3-0																															NEG"
Iowa EW - ONLINE,Oklahoma TW,"Sam Leyba																																						Rob Glass																																						Lauren Woodall","Aff																															Aff																															Aff","3-0																															AFF"
Kansas WW,Houston AR,"Kaine Cherry																																						James Taylor																																						Zach Thornhill","Neg																															Aff																															Aff","2-1																															AFF"
