Aff,Neg,Judges,Votes,Win
George Mason RD,United States Military SS,"Kassie Colón																																						Morgan Copeland																																						Carlos Astacio","Neg																															Aff																															Neg","2-1																															NEG"
George Mason SH,,,Aff BYE,Aff BYE
James Madison SM,,,Aff BYE,Aff BYE
George Mason RP,,,Aff BYE,Aff BYE
