Aff,Neg,Judges,Votes,Win
Binghamton TC,Michigan PB,"Brendon Bankey																																						Bruce Najor																																						Shannon Howley","Neg																															Neg																															Neg","3-0																															NEG"
Dartmouth BC,Macalester PK,"Brandon Kelley																																						Brett Bricker																																						Simon Weiss","Neg																															Neg																															Aff","2-1																															NEG"
NYU MS,Kansas RM,"jasmine stidham																																						Hunter McCullough																																						Christopher Callahan","Neg																															Neg																															Neg","3-0																															NEG"
Kansas SL,Northwestern DR,"John Turner																																						Kristopher Wallen																																						Nick Fleming","Neg																															Neg																															Aff","2-1																															NEG"
CSU Long Beach OM - ONLINE,Emory GH,"Justin Green																																						David Griffith																																						Tajaih Robinson","Neg																															Aff																															Neg","2-1																															NEG"
Wake Forest BM,Texas AF,"Devane Murphy																																						Genevieve Hackman																																						Mikaela Malsin","Aff																															Aff																															Aff","3-0																															AFF"
Michigan State GL,Emory LY,"Anthony Trufanov																																						Jeff Buntin																																						Kevin Hirn","Neg																															Aff																															Aff","2-1																															AFF"
Emory CP,Michigan ES,"Michael Scott																																						Jordan Di																																						Jimin Park","Neg																															Neg																															Neg","3-0																															NEG"
