Aff,Neg,Judges,Votes,Win
Michigan PB,Emory GH,"Carly Wunderlich																																						Genevieve Hackman																																						Jordan Di","Aff																															Neg																															Neg","2-1																															NEG"
Michigan State GL,Kansas RM,"Brandon Kelley																																						Eugenia Giampetruzzi																																						Matthew Granstrom","Neg																															Neg																															Neg","3-0																															NEG"
