Aff,Neg,Judges,Votes,Win
Houston CS,UT San Antonio BC,"Jesse Smith																																						Benjamín Noriega																																						Lindsey Shook","Neg																															Aff																															Aff","2-1																															AFF"
Houston LA,United States Military SS,"Armands Revelins																																						Jalisa Jackson																																						Ari Davidson","Aff																															Neg																															Neg","2-1																															NEG"
