Aff,Neg,Judges,Votes,Win
Harvard OG,Kansas State SS,"Armands Revelins																																						Lindsay Van Luvanee																																						Alonso Pena","Aff																															Aff																															Aff","3-0																															AFF"
Kansas LP,Houston FD,"Alex McVey																																						Ari Davidson																																						Lindsey Shook","Aff																															Aff																															Aff","3-0																															AFF"
Trinity WP,Houston KY,"Tripp Rebrovick																																						Jacob Lugo																																						Andy Stubbs","Neg																															Neg																															Neg","3-0																															NEG"
Oklahoma SY,Texas FC,"Scott Harris																																						William Jensen																																						Joe Patrice","Neg																															Aff																															Neg","2-1																															NEG"
